video_id,url
7114393903368785194,https://www.tiktok.com/@6934097464261854213/video/7114393903368785194
7191768531430624558,https://www.tiktok.com/@27631733/video/7191768531430624558
6672674748264090886,https://www.tiktok.com/@53966940947361792/video/6672674748264090886
6748121078884732165,https://www.tiktok.com/@53966940947361792/video/6748121078884732165
6994552386719190277,https://www.tiktok.com/@6985868645403411461/video/6994552386719190277
7521885589562461471,https://www.tiktok.com/@1antondaniels/video/7521885589562461471
7538087272755776782,https://www.tiktok.com/@abc7ny/video/7538087272755776782
7520306991915388173,https://www.tiktok.com/@pbsnews/video/7520306991915388173
7548260883206655263,https://www.tiktok.com/@joeclark207/video/7548260883206655263
7547024664204184862,https://www.tiktok.com/@mentallydivine/video/7547024664204184862
7543644956477377823,https://www.tiktok.com/@cbsnewyork/video/7543644956477377823
7519772972823956749,https://www.tiktok.com/@cnn/video/7519772972823956749
7548393555761417486,https://www.tiktok.com/@abc7ny/video/7548393555761417486
7548174908790967583,https://www.tiktok.com/@outwithcouri/video/7548174908790967583
7548437662525410591,https://www.tiktok.com/@thenewsmovement/video/7548437662525410591
7548850577506077983,https://www.tiktok.com/@godblessusa777/video/7548850577506077983
7519646304717311262,https://www.tiktok.com/@cbsnewyork/video/7519646304717311262
7548849892853173535,https://www.tiktok.com/@godblessusa777/video/7548849892853173535
7548518875063782670,https://www.tiktok.com/@itzshawntay/video/7548518875063782670
7522886870351564046,https://www.tiktok.com/@brutamerica/video/7522886870351564046
7548069662534176031,https://www.tiktok.com/@foxnews/video/7548069662534176031
7490921494067957035,https://www.tiktok.com/@chi4nyc/video/7490921494067957035
7512937925831576874,https://www.tiktok.com/@bloombergpolitics/video/7512937925831576874
7517354273659751710,https://www.tiktok.com/@urban_explained/video/7517354273659751710
7545951935703076127,https://www.tiktok.com/@cbsnewyork/video/7545951935703076127
7523026969793973559,https://www.tiktok.com/@nickshirleyy/video/7523026969793973559
7548101032744619294,https://www.tiktok.com/@apbnews.net/video/7548101032744619294
6976943981443747078,https://www.tiktok.com/@cbsnews/video/6976943981443747078
7470542044352564526,https://www.tiktok.com/@marybethbarone/video/7470542044352564526
7519184676393651486,https://www.tiktok.com/@aldynyc/video/7519184676393651486
7521793336869473549,https://www.tiktok.com/@msnbc/video/7521793336869473549
7519522322429086990,https://www.tiktok.com/@openigloo_nyc/video/7519522322429086990
7520231763059215646,https://www.tiktok.com/@abcnews/video/7520231763059215646
7519594906403261751,https://www.tiktok.com/@natiduplat/video/7519594906403261751
7520010003315526934,https://www.tiktok.com/@bbcnews/video/7520010003315526934
7521753606580620574,https://www.tiktok.com/@urban_explained/video/7521753606580620574
7548504655865695518,https://www.tiktok.com/@marcalexx30/video/7548504655865695518
7519214424117234975,https://www.tiktok.com/@yeehaw.ellis/video/7519214424117234975
7515271547054050591,https://www.tiktok.com/@goddessmia20_/video/7515271547054050591
7519976877436570894,https://www.tiktok.com/@pdspolitics/video/7519976877436570894
7518139437918817550,https://www.tiktok.com/@stocking_the_capitol/video/7518139437918817550